Code,Year,Entity,Poverty,Any Union
BGD,1991,Bangladesh,41.94486331,0
BGD,1995,Bangladesh,33.66874243,0
BGD,2000,Bangladesh,33.32133371,0
BGD,2005,Bangladesh,23.96659106,0
BGD,2010,Bangladesh,18.22385629,0
BGD,2016,Bangladesh,13.46830297,0
BLR,1993,Belarus,0.40664917,0
BLR,1995,Belarus,1.248765869,0
BLR,1998,Belarus,21.76336558,0
BLR,1999,Belarus,19.19229854,0
BLR,2000,Belarus,13.64242556,0
BLR,2001,Belarus,6.624224372,0
BLR,2002,Belarus,4.394347228,0
BLR,2003,Belarus,3.510355161,0
BLR,2004,Belarus,1.300830877,0
BLR,2005,Belarus,0.890886719,0
BLR,2006,Belarus,0.398579459,0
BLR,2007,Belarus,0.218589769,0
BLR,2008,Belarus,0.166524317,0
BLR,2009,Belarus,0.138172265,0
BLR,2010,Belarus,0.033942716,0
BLR,2011,Belarus,0.006575962,0
BLR,2012,Belarus,0.01205592,0
BLR,2013,Belarus,0,0
BLR,2014,Belarus,0,0
BLR,2015,Belarus,0,0
BLR,2016,Belarus,0,0
BLR,2017,Belarus,0,0
BLR,2018,Belarus,0,0
BLR,2019,Belarus,0,0
BEL,1992,Belgium,0.983283828,0
BEL,1995,Belgium,0.41241007,0
BEL,1997,Belgium,0.492479403,0
BEL,2000,Belgium,0.305506009,0
BEL,2003,Belgium,0.294419303,0
BEL,2004,Belgium,0.052021959,0
BEL,2005,Belgium,0.193070232,0
BEL,2006,Belgium,0.168941521,0
BEL,2007,Belgium,0.151451473,0
BEL,2008,Belgium,0.11841666,0
BEL,2009,Belgium,0.107580909,0
BEL,2010,Belgium,0.137115283,0
BEL,2011,Belgium,0.168268179,0
BEL,2012,Belgium,0.156571454,0
BEL,2013,Belgium,0.144508056,0
BEL,2014,Belgium,0.076495959,0
BEL,2015,Belgium,0.070758548,0
BEL,2016,Belgium,0.059816154,0
BEL,2017,Belgium,0.147868582,0
BEL,2018,Belgium,0.081113596,0
BEL,2019,Belgium,0.078552465,0
BLZ,1993,Belize,13.547187,0
BLZ,1994,Belize,14.79382763,0
BLZ,1995,Belize,15.26647269,0
BLZ,1996,Belize,18.27106066,0
BLZ,1997,Belize,21.49214979,0
BLZ,1998,Belize,19.79583968,0
BLZ,1999,Belize,18.01328395,0
BEN,2003,Benin,53.08946232,0
BEN,2011,Benin,54.2616466,0
BEN,2015,Benin,50.70925714,0
BEN,2018,Benin,19.89600557,0
BTN,2003,Bhutan,13.3622053,0
BTN,2007,Bhutan,5.853421149,0
BTN,2012,Bhutan,1.730330043,0
BTN,2017,Bhutan,0.945762399,0
BOL,1997,Bolivia,15.53888297,0
BOL,1999,Bolivia,21.87510194,0
BOL,2000,Bolivia,24.24742363,0
BOL,2001,Bolivia,19.03104386,0
BOL,2002,Bolivia,19.68642985,0
BOL,2004,Bolivia,10.2167712,0
BOL,2005,Bolivia,15.60661229,0
BOL,2006,Bolivia,12.49470664,0
BOL,2007,Bolivia,9.466773287,0
BOL,2008,Bolivia,8.344567449,0
BOL,2009,Bolivia,8.781656956,0
BOL,2011,Bolivia,5.298904792,0
BOL,2012,Bolivia,6.467938761,0
BOL,2013,Bolivia,5.201629853,0
BOL,2014,Bolivia,4.275892239,0
BOL,2015,Bolivia,4.62996446,0
BOL,2016,Bolivia,5.620338052,0
BOL,2017,Bolivia,4.933361338,0
BOL,2018,Bolivia,3.281593145,0
BOL,2019,Bolivia,1.920535198,0
BIH,2001,Bosnia and Herzegovina,0.325742996,0
BIH,2004,Bosnia and Herzegovina,0.181144186,0
BIH,2007,Bosnia and Herzegovina,0.066458512,0
BIH,2011,Bosnia and Herzegovina,0.074978758,0
BWA,1993,Botswana,34.10962402,0
BWA,2002,Botswana,29.13940673,0
BWA,2009,Botswana,17.68670852,0
BWA,2015,Botswana,15.42624203,0
BRA,1992,Brazil,23.2912275,0
BRA,1993,Brazil,22.10088344,0
BRA,1995,Brazil,14.73603542,0
BRA,1996,Brazil,16.00468024,0
BRA,1997,Brazil,15.97623635,0
BRA,1998,Brazil,14.33786372,0
BRA,1999,Brazil,14.96873809,0
BRA,2001,Brazil,13.04217456,0
BRA,2002,Brazil,11.73864035,0
BRA,2003,Brazil,12.60586928,0
BRA,2004,Brazil,11.05581183,0
BRA,2005,Brazil,9.962901109,0
BRA,2006,Brazil,8.264235562,0
BRA,2007,Brazil,7.8703753,0
BRA,2008,Brazil,6.507661876,0
BRA,2009,Brazil,6.120391911,0
BRA,2011,Brazil,5.322490328,1
BRA,2012,Brazil,4.493511238,1
BRA,2013,Brazil,3.728551671,1
BRA,2014,Brazil,3.325948601,1
BRA,2015,Brazil,3.877472823,1
BRA,2016,Brazil,4.706192445,1
BRA,2017,Brazil,5.269049273,1
BRA,2018,Brazil,5.301762495,1
BRA,2019,Brazil,5.388580863,1
BGR,1992,Bulgaria,0,0
BGR,1994,Bulgaria,0.260194092,0
BGR,1995,Bulgaria,1.207729469,0
BGR,1997,Bulgaria,0.540899658,0
BGR,2001,Bulgaria,2.574071591,0
BGR,2003,Bulgaria,0.930460335,0
BGR,2006,Bulgaria,5.830692252,0
BGR,2007,Bulgaria,0.499508685,0
BGR,2008,Bulgaria,1.25118403,0
BGR,2009,Bulgaria,1.305750121,0
BGR,2010,Bulgaria,2.007735769,0
BGR,2011,Bulgaria,2.45875723,0
BGR,2012,Bulgaria,2.309443826,0
BGR,2013,Bulgaria,1.783776549,0
BGR,2014,Bulgaria,1.660308649,0
BGR,2015,Bulgaria,3.419648287,0
BGR,2016,Bulgaria,1.966491,0
BGR,2017,Bulgaria,1.371766349,0
BGR,2018,Bulgaria,0.870460562,0
BGR,2019,Bulgaria,0.923633703,0
BFA,1994,Burkina Faso,82.07941731,0
BFA,1998,Burkina Faso,79.91789626,0
BFA,2003,Burkina Faso,54.70373761,0
BFA,2009,Burkina Faso,52.64916971,0
BFA,2014,Burkina Faso,39.60285869,0
BFA,2018,Burkina Faso,30.53531287,0
BDI,1992,Burundi,75.0594187,0
BDI,1998,Burundi,79.44115555,0
BDI,2006,Burundi,71.84431836,0
BDI,2013,Burundi,65.13289285,0
CMR,1996,Cameroon,50.36590069,0
CMR,2001,Cameroon,25.69444633,0
CMR,2007,Cameroon,31.42313015,0
CMR,2014,Cameroon,25.65751774,0
CAN,1991,Canada,0.217573773,0
CAN,1994,Canada,0.248140968,0
CAN,1997,Canada,0.499269867,0
CAN,1998,Canada,0.499315121,0
CAN,2000,Canada,0.249810481,1
CAN,2004,Canada,0.243558485,1
CAN,2007,Canada,0.248252421,1
CAN,2010,Canada,0.248831004,1
CAN,2012,Canada,0.24652141,1
CAN,2013,Canada,0.496485445,1
CAN,2014,Canada,0.24215805,1
CAN,2015,Canada,0.24590449,1
CAN,2016,Canada,0.248713671,1
CAN,2017,Canada,0.247010647,1
CPV,2001,Cape Verde,19.57415437,0
CPV,2007,Cape Verde,10.56711629,0
CPV,2015,Cape Verde,4.564231086,0
CAF,1992,Central African Republic,82.1854722,0
CAF,2008,Central African Republic,61.88422248,0
TCD,2003,Chad,57.79024457,0
TCD,2011,Chad,36.61672675,0
TCD,2018,Chad,30.88294259,0
CHL,1992,Chile,6.699598193,0
CHL,1994,Chile,6.797464209,0
CHL,1996,Chile,4.664467728,0
CHL,1998,Chile,4.586696712,0
CHL,2000,Chile,5.826291816,0
CHL,2003,Chile,5.287876144,0
CHL,2006,Chile,2.087268758,0
CHL,2009,Chile,1.724762608,0
CHL,2011,Chile,0.931206497,0
CHL,2013,Chile,0.531170967,0
CHL,2015,Chile,0.43143428,1
CHL,2017,Chile,0.337579343,1
CHN,1993,China,62.7059948,0
CHN,1996,China,48.14048535,0
CHN,1999,China,45.96584192,0
CHN,2002,China,36.50299798,0
CHN,2005,China,22.1175233,0
CHN,2008,China,17.95898774,0
CHN,2010,China,13.90228215,0
CHN,2011,China,10.22521411,0
CHN,2012,China,8.492859662,0
CHN,2013,China,2.883034349,0
CHN,2014,China,2.07914926,0
CHN,2015,China,1.169680127,0
CHN,2016,China,0.833268907,0
CHN,2017,China,0.675713999,0
CHN,2018,China,0.427814858,0
CHN,2019,China,0.142428587,0
COL,1992,Colombia,9.55751365,0
COL,1996,Colombia,17.57368979,0
COL,1999,Colombia,21.35427811,0
COL,2000,Colombia,17.4969172,0
COL,2001,Colombia,20.99524749,0
COL,2002,Colombia,14.17810802,0
COL,2003,Colombia,13.00503817,0
COL,2004,Colombia,12.00756047,0
COL,2005,Colombia,10.73840164,0
COL,2008,Colombia,11.02541071,1
COL,2009,Colombia,9.605574093,1
COL,2010,Colombia,8.284388563,1
COL,2011,Colombia,6.828150468,1
COL,2012,Colombia,6.715417043,1
COL,2013,Colombia,6.115981039,1
COL,2014,Colombia,5.431382749,1
COL,2015,Colombia,4.925475963,1
COL,2016,Colombia,4.913530196,1
COL,2017,Colombia,4.339304905,1
COL,2018,Colombia,4.498261146,1
COL,2019,Colombia,5.284737548,1
COM,2004,Comoros,14.62582428,0
COM,2014,Comoros,18.64372175,0
COG,2005,Congo,49.55370113,0
COG,2011,Congo,35.35745416,0
CRI,1991,Costa Rica,12.41373898,0
CRI,1992,Costa Rica,9.941775995,0
CRI,1993,Costa Rica,8.527353473,0
CRI,1994,Costa Rica,7.041064171,0
CRI,1995,Costa Rica,7.149302789,0
CRI,1996,Costa Rica,8.220924077,0
CRI,1997,Costa Rica,6.724826431,0
CRI,1998,Costa Rica,5.224196375,0
CRI,1999,Costa Rica,6.81842391,0
CRI,2000,Costa Rica,6.926793802,0
CRI,2001,Costa Rica,5.094759032,0
CRI,2002,Costa Rica,4.675287488,0
CRI,2003,Costa Rica,4.724284833,0
CRI,2004,Costa Rica,4.663471297,0
CRI,2005,Costa Rica,3.333949653,0
CRI,2006,Costa Rica,3.337845476,0
CRI,2007,Costa Rica,1.820662995,0
CRI,2008,Costa Rica,2.420609916,0
CRI,2009,Costa Rica,2.477399337,0
CRI,2010,Costa Rica,1.489236217,0
CRI,2011,Costa Rica,1.750299436,0
CRI,2012,Costa Rica,1.673367909,0
CRI,2013,Costa Rica,1.642578814,0
CRI,2014,Costa Rica,1.505303483,0
CRI,2015,Costa Rica,1.573226853,0
CRI,2016,Costa Rica,1.336738083,0
CRI,2017,Costa Rica,1.172351048,0
CRI,2018,Costa Rica,1.505752569,0
CRI,2019,Costa Rica,1.057139479,0
CIV,1992,Cote d'Ivoire,27.05814322,0
CIV,1995,Cote d'Ivoire,25.90620984,0
CIV,1998,Cote d'Ivoire,30.36479556,0
CIV,2002,Cote d'Ivoire,29.06684592,0
CIV,2008,Cote d'Ivoire,34.41735089,0
CIV,2015,Cote d'Ivoire,33.44713798,0
CIV,2018,Cote d'Ivoire,11.448481,0
HRV,1998,Croatia,0,0
HRV,1999,Croatia,0.223580322,0
HRV,2000,Croatia,0.089329834,0
HRV,2001,Croatia,0.077125244,0
HRV,2004,Croatia,0,1
HRV,2008,Croatia,0,1
HRV,2009,Croatia,0.034421198,1
HRV,2010,Croatia,0,1
HRV,2011,Croatia,0.625336279,1
HRV,2012,Croatia,0.787402066,1
HRV,2013,Croatia,0.728868108,1
HRV,2014,Croatia,0.981814072,1
HRV,2015,Croatia,0.594814513,1
HRV,2016,Croatia,0.615990958,1
HRV,2017,Croatia,0.5171488,1
HRV,2018,Croatia,0.437550465,1
HRV,2019,Croatia,0.259925851,1
CYP,2004,Cyprus,0.094067947,0
CYP,2005,Cyprus,0.006351349,0
CYP,2006,Cyprus,0.018198819,0
CYP,2007,Cyprus,0.025159187,0
CYP,2008,Cyprus,0.008470223,0
CYP,2009,Cyprus,0.111964951,0
CYP,2010,Cyprus,0.036670096,0
CYP,2011,Cyprus,0.008045135,0
CYP,2012,Cyprus,0.004237799,0
CYP,2013,Cyprus,0.097018569,0
CYP,2014,Cyprus,0.078329797,0
CYP,2015,Cyprus,0.026797832,1
CYP,2016,Cyprus,0.041149011,1
CYP,2017,Cyprus,0.032828864,1
CYP,2018,Cyprus,0.016506581,1
CYP,2019,Cyprus,0.153831786,1
CZE,1992,Czechia,0,0
CZE,1993,Czechia,0.016102295,0
CZE,1996,Czechia,0,0
CZE,2002,Czechia,0,0
CZE,2004,Czechia,0,0
CZE,2005,Czechia,0.004932986,0
CZE,2006,Czechia,0.06581068,1
CZE,2007,Czechia,0.115902564,1
CZE,2008,Czechia,0.032779836,1
CZE,2009,Czechia,0.012035621,1
CZE,2010,Czechia,0.036178334,1
CZE,2011,Czechia,0.046060844,1
CZE,2012,Czechia,0.032207156,1
CZE,2013,Czechia,0.045690929,1
CZE,2014,Czechia,0,1
CZE,2015,Czechia,0.008764511,1
CZE,2016,Czechia,0,1
CZE,2017,Czechia,0,1
CZE,2018,Czechia,0.008861816,1
CZE,2019,Czechia,0,1
COD,2004,Democratic Republic of Congo,91.46730229,0
COD,2012,Democratic Republic of Congo,69.68845629,0
DNK,1992,Denmark,0.493952007,0
DNK,1995,Denmark,0,0
DNK,2000,Denmark,0,0
DNK,2003,Denmark,0.3432746,0
DNK,2004,Denmark,0.314980658,0
DNK,2005,Denmark,0.254847565,0
DNK,2006,Denmark,0.137509206,0
DNK,2007,Denmark,0.01391448,0
DNK,2008,Denmark,0.113210566,0
DNK,2009,Denmark,0.49477512,0
DNK,2010,Denmark,0.057294009,0
DNK,2011,Denmark,0,0
DNK,2012,Denmark,0,0
DNK,2013,Denmark,0.310915646,0
DNK,2014,Denmark,0.202610917,0
DNK,2015,Denmark,0.175425859,0
DNK,2016,Denmark,0.278386959,0
DNK,2017,Denmark,0.140905154,0
DNK,2018,Denmark,0.170111758,0
DNK,2019,Denmark,0.251407179,0
DJI,2002,Djibouti,22.5472135,0
DJI,2012,Djibouti,19.69190517,0
DJI,2013,Djibouti,24.92598214,0
DJI,2017,Djibouti,19.07920729,0
DOM,1992,Dominican Republic,7.625664062,0
DOM,1996,Dominican Republic,6.450147179,0
DOM,1997,Dominican Republic,6.870506727,0
DOM,2000,Dominican Republic,6.714430023,0
DOM,2001,Dominican Republic,5.137963187,0
DOM,2002,Dominican Republic,7.614324259,0
DOM,2003,Dominican Republic,8.697801564,0
DOM,2004,Dominican Republic,11.6073107,0
DOM,2005,Dominican Republic,7.409542822,0
DOM,2006,Dominican Republic,6.255223047,0
DOM,2007,Dominican Republic,6.067927765,0
DOM,2008,Dominican Republic,5.448599765,0
DOM,2009,Dominican Republic,4.679976905,0
DOM,2010,Dominican Republic,3.869213892,0
DOM,2011,Dominican Republic,4.055293964,0
DOM,2012,Dominican Republic,3.848861864,0
DOM,2013,Dominican Republic,2.971823146,0
DOM,2014,Dominican Republic,3.355925668,0
DOM,2015,Dominican Republic,2.53498694,0
DOM,2016,Dominican Republic,2.030172322,0
DOM,2017,Dominican Republic,1.001545148,0
DOM,2018,Dominican Republic,0.835534409,0
DOM,2019,Dominican Republic,0.832686617,0
TLS,2001,East Timor,21.80213349,0
TLS,2007,East Timor,17.344942,0
TLS,2014,East Timor,8.006142299,0
ECU,1994,Ecuador,17.3190412,0
ECU,1999,Ecuador,21.84344909,0
ECU,2000,Ecuador,28.43041764,0
ECU,2003,Ecuador,14.85365334,0
ECU,2004,Ecuador,15.01704085,0
ECU,2005,Ecuador,11.80350743,0
ECU,2006,Ecuador,8.153783876,0
ECU,2007,Ecuador,8.51890075,0
ECU,2008,Ecuador,7.513952554,1
ECU,2009,Ecuador,7.310499782,1
ECU,2010,Ecuador,5.678202258,1
ECU,2011,Ecuador,4.669197699,1
ECU,2012,Ecuador,4.463144751,1
ECU,2013,Ecuador,3.241089393,1
ECU,2014,Ecuador,2.635610873,1
ECU,2015,Ecuador,3.440066461,1
ECU,2016,Ecuador,3.575027266,1
ECU,2017,Ecuador,3.213253062,1
ECU,2018,Ecuador,3.311490684,1
ECU,2019,Ecuador,3.583584169,1
EGY,1995,Egypt,3.036738281,0
EGY,1999,Egypt,1.383016357,0
EGY,2004,Egypt,3.107613908,0
EGY,2008,Egypt,2.871902925,0
EGY,2010,Egypt,1.037314114,0
EGY,2012,Egypt,0.890078097,0
EGY,2015,Egypt,0.906030144,0
EGY,2017,Egypt,2.504851004,0
SLV,1991,El Salvador,22.06056182,0
SLV,1995,El Salvador,13.25930085,0
SLV,1996,El Salvador,15.26226646,0
SLV,1998,El Salvador,21.03104358,0
SLV,1999,El Salvador,17.2511738,0
SLV,2000,El Salvador,12.94293449,0
SLV,2001,El Salvador,14.10464102,0
SLV,2002,El Salvador,14.72886702,0
SLV,2003,El Salvador,15.81378677,0
SLV,2004,El Salvador,11.488363,0
SLV,2005,El Salvador,11.27845528,0
SLV,2006,El Salvador,7.65064271,0
SLV,2007,El Salvador,5.068490332,0
SLV,2008,El Salvador,7.717507921,0
SLV,2009,El Salvador,7.419960206,0
SLV,2010,El Salvador,6.345634563,0
SLV,2011,El Salvador,5.340929477,0
SLV,2012,El Salvador,4.637147589,0
SLV,2013,El Salvador,3.624728929,0
SLV,2014,El Salvador,3.441484445,0
SLV,2015,El Salvador,2.308847877,0
SLV,2016,El Salvador,2.632981948,0
SLV,2017,El Salvador,2.155499214,0
SLV,2018,El Salvador,1.84276633,0
SLV,2019,El Salvador,1.401915178,0
EST,1993,Estonia,1.352504883,0
EST,1995,Estonia,0.589718018,0
EST,1998,Estonia,0.162557373,0
EST,2000,Estonia,1.434108255,0
EST,2001,Estonia,1.218187647,0
EST,2002,Estonia,1.367154441,0
EST,2003,Estonia,1.177245899,0
EST,2004,Estonia,0.549376517,0
EST,2005,Estonia,0.811684237,0
EST,2006,Estonia,0.82397198,0
EST,2007,Estonia,0.425323708,0
EST,2008,Estonia,0.386177545,0
EST,2009,Estonia,0.555037059,0
EST,2010,Estonia,0.79221959,0
EST,2011,Estonia,0.97961551,0
EST,2012,Estonia,0.739738748,0
EST,2013,Estonia,0.859654761,0
EST,2014,Estonia,0.830527127,0
EST,2015,Estonia,0.600040533,0
EST,2016,Estonia,0.470058617,1
EST,2017,Estonia,0.268706029,1
EST,2018,Estonia,0.248735834,1
EST,2019,Estonia,0.556940336,1
SWZ,1994,Eswatini,85.4482312,0
SWZ,2000,Eswatini,56.13338281,0
SWZ,2009,Eswatini,49.32560409,0
SWZ,2016,Eswatini,36.07984696,0
ETH,1995,Ethiopia,65.22973552,0
ETH,1999,Ethiopia,52.65446451,0
ETH,2004,Ethiopia,34.33869038,0
ETH,2010,Ethiopia,31.26056956,0
ETH,2015,Ethiopia,27.00761924,0
FJI,2002,Fiji,1.678158853,0
FJI,2008,Fiji,1.027141189,0
FJI,2013,Fiji,0.363551584,0
FJI,2019,Fiji,1.318268883,0
FIN,1991,Finland,0,0
FIN,1995,Finland,0,0
FIN,2000,Finland,0,0
FIN,2003,Finland,0.049275037,1
FIN,2004,Finland,0.039413903,1
FIN,2005,Finland,0.055315241,1
FIN,2006,Finland,0.080375466,1
FIN,2007,Finland,0.063742586,1
FIN,2008,Finland,0.053872227,1
FIN,2009,Finland,0.052470086,1
FIN,2010,Finland,0.053840696,1
FIN,2011,Finland,0.047390878,1
FIN,2012,Finland,0.052725158,1
FIN,2013,Finland,0.085137585,1
FIN,2014,Finland,0.06616784,1
FIN,2015,Finland,0.07020851,1
FIN,2016,Finland,0.047236145,1
FIN,2017,Finland,0.065777735,1
FIN,2018,Finland,0.056774256,1
FIN,2019,Finland,0.03882923,1
FRA,1994,France,0,0
FRA,2000,France,0,1
FRA,2003,France,0.157357503,1
FRA,2004,France,0.049725943,1
FRA,2005,France,0.043055452,1
FRA,2006,France,0.027628508,1
FRA,2007,France,0.014867865,1
FRA,2008,France,0.009692239,1
FRA,2009,France,0.044348998,1
FRA,2010,France,0.08739457,1
FRA,2011,France,0.025783392,1
FRA,2012,France,0.060952414,1
FRA,2013,France,0.060390084,1
FRA,2014,France,0.018678668,1
FRA,2015,France,0.133555046,1
FRA,2016,France,0.058125883,1
FRA,2017,France,0.015888225,1
FRA,2018,France,0.021168055,1
GAB,2005,Gabon,5.483823046,0
GAB,2017,Gabon,2.468641956,0
GMB,1998,Gambia,74.09505575,0
GMB,2003,Gambia,50.68549409,0
GMB,2010,Gambia,29.82949546,0
GMB,2015,Gambia,13.3820668,0
GEO,1996,Georgia,6.767305069,0
GEO,1997,Georgia,18.78447112,0
GEO,1998,Georgia,16.96164028,0
GEO,1999,Georgia,21.7903132,0
GEO,2000,Georgia,22.89990672,0
GEO,2001,Georgia,23.00842895,0
GEO,2002,Georgia,12.68957709,0
GEO,2003,Georgia,12.94912803,0
GEO,2004,Georgia,12.37200815,0
GEO,2005,Georgia,12.88276666,0
GEO,2006,Georgia,12.59018362,0
GEO,2007,Georgia,14.19701945,0
GEO,2008,Georgia,12.44646513,0
GEO,2009,Georgia,12.12790248,0
GEO,2010,Georgia,14.36421603,0
GEO,2011,Georgia,13.40154243,0
GEO,2012,Georgia,10.66622453,0
GEO,2013,Georgia,8.078715132,0
GEO,2014,Georgia,6.127039009,0
GEO,2015,Georgia,4.879491767,0
GEO,2016,Georgia,4.913371526,0
GEO,2017,Georgia,6.229865641,0
GEO,2018,Georgia,5.559080269,0
GEO,2019,Georgia,4.848628642,0
DEU,1991,Germany,0,0
DEU,1992,Germany,0,0
DEU,1993,Germany,0,0
DEU,1994,Germany,0.188213481,0
DEU,1995,Germany,0.242429062,0
DEU,1996,Germany,0,0
DEU,1997,Germany,0,0
DEU,1998,Germany,0,0
DEU,1999,Germany,0,0
DEU,2000,Germany,0,0
DEU,2001,Germany,0,1
DEU,2002,Germany,0,1
DEU,2003,Germany,0,1
DEU,2004,Germany,0,1
DEU,2005,Germany,0,1
DEU,2006,Germany,0,1
DEU,2007,Germany,0,1
DEU,2008,Germany,0,1
DEU,2009,Germany,0,1
DEU,2010,Germany,0,1
DEU,2011,Germany,0,1
DEU,2012,Germany,0,1
DEU,2013,Germany,0,1
DEU,2014,Germany,0,1
DEU,2015,Germany,0,1
DEU,2016,Germany,0,1
DEU,2017,Germany,0.233553219,1
DEU,2018,Germany,0,1
GHA,1991,Ghana,71.75438904,0
GHA,1998,Ghana,56.71071164,0
GHA,2005,Ghana,42.50830944,0
GHA,2012,Ghana,25.74297466,0
GHA,2016,Ghana,25.29451554,0
GRC,1995,Greece,1.737675457,0
GRC,2000,Greece,0.493105459,0
GRC,2003,Greece,0.498297551,0
GRC,2004,Greece,0.641832078,0
GRC,2005,Greece,0.338561714,0
GRC,2006,Greece,0.552715668,0
GRC,2007,Greece,0.499264448,0
GRC,2008,Greece,0.344443777,0
GRC,2009,Greece,0.626635213,0
GRC,2010,Greece,0.973068322,0
GRC,2011,Greece,1.122917467,0
GRC,2012,Greece,1.455922365,0
GRC,2013,Greece,0.95517563,0
GRC,2014,Greece,1.513193519,0
GRC,2015,Greece,1.370090571,1
GRC,2016,Greece,1.039196759,1
GRC,2017,Greece,0.87277668,1
GRC,2018,Greece,0.139562674,1
GRC,2019,Greece,0.689551736,1
GTM,1998,Guatemala,13.99645996,0
GTM,2000,Guatemala,9.607775878,0
GTM,2006,Guatemala,11.65010522,0
GTM,2014,Guatemala,9.521302731,0
GIN,1991,Guinea,87.87038333,0
GIN,1994,Guinea,40.78944204,0
GIN,2002,Guinea,53.18787515,0
GIN,2007,Guinea,47.88705652,0
GIN,2012,Guinea,24.54414849,0
GIN,2018,Guinea,13.82009952,0
GNB,1993,Guinea-Bissau,42.2325682,0
GNB,2002,Guinea-Bissau,53.16658674,0
GNB,2010,Guinea-Bissau,66.6851156,0
GNB,2018,Guinea-Bissau,21.66049062,0
GUY,1992,Guyana,29.3844038,0
GUY,1998,Guyana,11.89703656,0
HTI,2001,Haiti,67.83363388,0
HTI,2012,Haiti,29.19219485,0
HND,1991,Honduras,30.77472277,0
HND,1992,Honduras,26.96834257,0
HND,1993,Honduras,21.42963767,0
HND,1994,Honduras,24.30444119,0
HND,1995,Honduras,26.2290546,0
HND,1996,Honduras,28.55096369,0
HND,1997,Honduras,19.59001365,0
HND,1998,Honduras,24.54386791,0
HND,1999,Honduras,24.92519993,0
HND,2001,Honduras,19.83711813,0
HND,2002,Honduras,21.99517696,0
HND,2003,Honduras,26.49946986,0
HND,2004,Honduras,25.43301868,0
HND,2005,Honduras,25.06703844,0
HND,2006,Honduras,21.14211576,0
HND,2007,Honduras,15.64299188,0
HND,2008,Honduras,15.2440354,0
HND,2009,Honduras,12.32207928,0
HND,2010,Honduras,13.80220196,0
HND,2011,Honduras,14.3230904,0
HND,2012,Honduras,16.99270526,0
HND,2013,Honduras,14.56850471,0
HND,2014,Honduras,13.28217666,0
HND,2015,Honduras,12.97755392,0
HND,2016,Honduras,14.60698273,0
HND,2017,Honduras,13.85552166,0
HND,2018,Honduras,14.23357345,0
HND,2019,Honduras,12.74299174,0
HUN,1991,Hungary,1.675786588,0
HUN,1993,Hungary,0.186966553,0
HUN,1994,Hungary,1.24122176,0
HUN,1998,Hungary,0.04696981,0
HUN,1999,Hungary,0.071297493,0
HUN,2000,Hungary,0.060886282,0
